"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","final_cluster","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","cell_name"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell955"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell956"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell957"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell958"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell959"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell960"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell961"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell962"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell963"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell964"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell965"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell966"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell967"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell968"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell969"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell970"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell971"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell972"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell973"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell974"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell975"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell976"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell977"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell978"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell979"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell980"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell981"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell982"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell983"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell984"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell985"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell986"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell987"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell988"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell989"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell990"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell991"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell992"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell993"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell994"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell995"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell996"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell997"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell998"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell999"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell1000"
