"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","final_cluster","Cluster_1","Cluster_2","Cluster_3","Cluster_4","Cluster_5","Cluster_6","Cluster_7","cell_name"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell314"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell315"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell316"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell317"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell318"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell319"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell320"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell321"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell322"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell323"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell324"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell325"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell326"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell327"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell328"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell329"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell330"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell331"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell332"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell333"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell334"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell335"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell336"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell337"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell338"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell339"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell340"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell341"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell342"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell343"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell344"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell345"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell346"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell347"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell348"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell349"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell350"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell351"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell352"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell353"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell354"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell355"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell356"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell357"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell358"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell359"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell360"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell361"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell362"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell363"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell364"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell365"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell366"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell367"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell368"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell369"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell370"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell371"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell372"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell373"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell374"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell375"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell376"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell377"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell378"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell379"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell380"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell381"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell382"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell383"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell384"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell385"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell386"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell387"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell388"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell389"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell390"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell391"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell392"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell393"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell394"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell395"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell396"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell397"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell398"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell399"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell400"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell401"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell402"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell403"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell404"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell405"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell406"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell407"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell408"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell409"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell410"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell411"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell412"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell413"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell414"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell415"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell416"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell417"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell418"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell419"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell420"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell421"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell422"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell423"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell424"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell425"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell426"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell427"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell428"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell429"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell430"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell431"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell432"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell433"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell434"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell435"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell436"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell437"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell438"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell439"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell440"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell441"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell442"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell443"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell444"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell445"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell446"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell447"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell448"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell449"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell450"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell451"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell452"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell453"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell454"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell455"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell456"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell457"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell458"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell459"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell460"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell461"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell462"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell463"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell464"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell465"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell466"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell467"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell468"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell469"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell470"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell471"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell472"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell473"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell474"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell475"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell476"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell477"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell478"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell479"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell480"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell481"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell482"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell483"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell484"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell485"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell486"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell487"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell488"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell489"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell490"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell491"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell492"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell493"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell494"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell495"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell496"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell497"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell498"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell499"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell500"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell501"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell502"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell503"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell504"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell505"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell506"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell507"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell508"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell509"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell510"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell511"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell512"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell513"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell514"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell515"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell516"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell517"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell518"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell519"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell520"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell521"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell522"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell523"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell524"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell525"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell526"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell527"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell528"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell529"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell530"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell531"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell532"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell533"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell534"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell535"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell536"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell537"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell538"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell539"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell540"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell541"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell542"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell543"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell544"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell545"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell546"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell547"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell548"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell549"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell550"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell551"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell552"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell553"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell554"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell555"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell556"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell557"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell558"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell559"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell560"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell561"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell562"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell563"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell564"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell565"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell566"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell567"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell568"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell569"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell570"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell571"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell572"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell573"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell574"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell575"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell576"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell577"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell578"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell579"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell580"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell581"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell582"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell583"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell584"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell585"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell586"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell587"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell588"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell589"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell590"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell591"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell592"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell593"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell594"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell595"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell596"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell597"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell598"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell599"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell600"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell601"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell602"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell603"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell604"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell605"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell606"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell607"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell608"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell609"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell610"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell611"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell612"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell613"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell614"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell615"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell616"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell617"
2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,"Cell618"
4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,"Cell619"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell620"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell621"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell622"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell623"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell624"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell625"
3,6,3,3,3,3,3,3,3,3,3,0,0,0.9,0,0,0.1,0,"Cell626"
3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,"Cell627"
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Cell628"
7,7,7,6,7,7,7,7,7,7,7,0,0,0,0,0,0.1,0.9,"Cell629"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell630"
6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,1,0,"Cell631"
7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,1,"Cell632"
5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,"Cell633"
